common/job_number/__text,common/job_kind/__text,common/job_name/__text,common/job_result/__text,common/job_result_detail/__text,common/start_time/second/__text,common/start_time/minute/__text,common/start_time/hour/__text,common/start_time/day/__text,common/start_time/month/__text,common/start_time/year/__text,common/start_time/wday/__text,common/start_time/yday/__text,common/start_time/is_dst/__text,common/start_time/time_zone/__text,common/end_time/second/__text,common/end_time/minute/__text,common/end_time/hour/__text,common/end_time/day/__text,common/end_time/month/__text,common/end_time/year/__text,common/end_time/wday/__text,common/end_time/yday/__text,common/end_time/is_dst/__text,common/end_time/time_zone/__text,common/pages/__text,detail/print_color_mode/__text,detail/complete_copies/__text,detail/copies/__text,detail/complete_pages/__text,common/user_name/__text
33775,PRINTER,705 N. Sugar Rd 051517 091810651,OK,0,58,23,9,15,4,117,1,134,1,-0500,7,24,9,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,abby.cabrera
33769,PRINTER,Contractor_Noti 051517 085529332,OK,0,18,1,9,15,4,117,1,134,1,-0500,25,1,9,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33768,PRINTER,5307277_353_149 051517 085506279,OK,0,55,0,9,15,4,117,1,134,1,-0500,2,1,9,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33767,PRINTER,5307285_353_149 051517 085459462,OK,0,48,0,9,15,4,117,1,134,1,-0500,56,0,9,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33766,PRINTER,Notification_Le 051517 085121276,OK,0,10,57,8,15,4,117,1,134,1,-0500,17,57,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33765,PRINTER,5312793_353_149 051517 085106102,OK,0,55,56,8,15,4,117,1,134,1,-0500,3,57,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33764,PRINTER,Notification_Le 051517 084941725,OK,0,30,55,8,15,4,117,1,134,1,-0500,38,55,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33763,PRINTER,5312825_353_149 051517 084927034,OK,0,15,55,8,15,4,117,1,134,1,-0500,24,55,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33762,PRINTER,5312825_353_149 051517 084810538,OK,0,59,53,8,15,4,117,1,134,1,-0500,6,54,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33761,PRINTER,Notification_Le 051517 084741606,OK,0,30,53,8,15,4,117,1,134,1,-0500,38,53,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33760,PRINTER,Notification_Le 051517 084644416,OK,0,33,52,8,15,4,117,1,134,1,-0500,41,52,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33759,PRINTER,5313005_353_149 051517 084630052,OK,0,19,52,8,15,4,117,1,134,1,-0500,26,52,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33758,PRINTER,Notification_Le 051517 084602820,OK,0,51,51,8,15,4,117,1,134,1,-0500,59,51,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33757,PRINTER,5313061_353_149 051517 084549364,OK,0,38,51,8,15,4,117,1,134,1,-0500,45,51,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33756,PRINTER,Notification_Le 051517 084519654,OK,0,8,51,8,15,4,117,1,134,1,-0500,16,51,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33755,PRINTER,5313085_353_149 051517 084506522,OK,0,55,50,8,15,4,117,1,134,1,-0500,2,51,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33754,PRINTER,Notification_Le 051517 084437140,OK,0,26,50,8,15,4,117,1,134,1,-0500,35,50,8,15,4,117,1,134,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33753,PRINTER,5313133_353_149 051517 084415770,OK,0,4,50,8,15,4,117,1,134,1,-0500,13,50,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33752,PRINTER,5313129_353_149 051517 084407328,OK,0,56,49,8,15,4,117,1,134,1,-0500,5,50,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33751,COPY,doc03375120170515084915,OK,0,15,49,8,15,4,117,1,134,1,-0500,22,49,8,15,4,117,1,134,1,-0500,1,BLACK_AND_WHITE,2,2,2,
33750,PRINTER,115 e newcombe  051517 084310925,OK,0,0,49,8,15,4,117,1,134,1,-0500,9,49,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33749,PRINTER,Monthly Fees Co 051517 084057705,OK,0,46,46,8,15,4,117,1,134,1,-0500,54,46,8,15,4,117,1,134,1,-0500,2,BLACK_AND_WHITE,1,1,2,abby.cabrera
33748,COPY,doc03374820170515084601,OK,0,1,46,8,15,4,117,1,134,1,-0500,11,46,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,
33747,PRINTER,Notification_Le 051517 083727786,OK,0,17,43,8,15,4,117,1,134,1,-0500,19,44,8,15,4,117,1,134,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33746,PRINTER,5313145_353_149 051517 083700493,OK,0,49,42,8,15,4,117,1,134,1,-0500,7,43,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33745,COPY,doc03374520170515084246,OK,0,46,42,8,15,4,117,1,134,1,-0500,4,43,8,15,4,117,1,134,1,-0500,2,FULL_COLOR,1,1,2,
33744,PRINTER,5313141_353_149 051517 083652809,OK,0,42,42,8,15,4,117,1,134,1,-0500,54,42,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33743,COPY,doc03374320170515083923,OK,0,23,39,8,15,4,117,1,134,1,-0500,18,41,8,15,4,117,1,134,1,-0500,72,FULL_COLOR,1,1,72,
33742,COPY,doc03374220170515083909,OK,0,9,39,8,15,4,117,1,134,1,-0500,33,39,8,15,4,117,1,134,1,-0500,6,FULL_COLOR,1,1,6,
33741,PRINTER,5313385_353_149 051517 083311024,OK,0,0,39,8,15,4,117,1,134,1,-0500,8,39,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33739,PRINTER,5313381_353_149 051517 083305872,OK,0,55,38,8,15,4,117,1,134,1,-0500,2,39,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33738,PRINTER,Notification_Le 051517 083233362,OK,0,22,38,8,15,4,117,1,134,1,-0500,30,38,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33737,PRINTER,5313401_353_149 051517 083215350,OK,0,4,38,8,15,4,117,1,134,1,-0500,12,38,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33736,PRINTER,5313397_353_149 051517 083210572,OK,0,0,38,8,15,4,117,1,134,1,-0500,7,38,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33735,PRINTER,Notification_Le 051517 083128775,OK,0,18,37,8,15,4,117,1,134,1,-0500,25,37,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33734,PRINTER,5313625_353_149 051517 083114282,OK,0,3,37,8,15,4,117,1,134,1,-0500,11,37,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33733,PRINTER,5313621_353_149 051517 083109750,OK,0,59,36,8,15,4,117,1,134,1,-0500,6,37,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33732,PRINTER,Notification_Le 051517 083030084,OK,0,19,36,8,15,4,117,1,134,1,-0500,28,36,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33731,COPY,doc03373120170515083252,OK,0,52,32,8,15,4,117,1,134,1,-0500,5,33,8,15,4,117,1,134,1,-0500,6,BLACK_AND_WHITE,1,1,6,
33730,PRINTER,Notification_Le 051517 082646334,OK,0,35,32,8,15,4,117,1,134,1,-0500,43,32,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33729,PRINTER,5313891_353_149 051517 082631869,OK,0,21,32,8,15,4,117,1,134,1,-0500,28,32,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33728,PRINTER,5313887_353_149 051517 082627133,OK,0,16,32,8,15,4,117,1,134,1,-0500,24,32,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33727,PRINTER,Contractor_Noti 051517 082535058,OK,0,24,31,8,15,4,117,1,134,1,-0500,32,31,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33726,COPY,doc03372620170515083049,OK,0,49,30,8,15,4,117,1,134,1,-0500,9,31,8,15,4,117,1,134,1,-0500,3,BLACK_AND_WHITE,1,1,3,
33725,PRINTER,5312925_353_149 051517 082457108,OK,0,46,30,8,15,4,117,1,134,1,-0500,5,31,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33724,PRINTER,5312921_353_149 051517 082452348,OK,0,43,30,8,15,4,117,1,134,1,-0500,3,31,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33723,PRINTER,Building Permit 051517 082451859,OK,0,41,30,8,15,4,117,1,134,1,-0500,55,30,8,15,4,117,1,134,1,-0500,1,BLACK_AND_WHITE,2,2,2,george.martinez
33722,COPY,doc03372220170515082940,OK,0,40,29,8,15,4,117,1,134,1,-0500,49,29,8,15,4,117,1,134,1,-0500,1,FULL_COLOR,1,1,1,
33721,COPY,doc03372120170515082900,OK,0,0,29,8,15,4,117,1,134,1,-0500,6,29,8,15,4,117,1,134,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33720,PRINTER,r3_content.pdf 051517 080918331,OK,0,8,15,8,15,4,117,1,134,1,-0500,25,16,8,15,4,117,1,134,1,-0500,3,MIXED,1,1,3,brittany.lanez
33719,PRINTER,receipt-17-0665 051217 165634926,OK,0,11,2,17,12,4,117,5,131,1,-0500,19,2,17,12,4,117,5,131,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33718,PRINTER,receipt-17-0665 051217 165534607,OK,0,11,1,17,12,4,117,5,131,1,-0500,20,1,17,12,4,117,5,131,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33717,PRINTER,1901 Lili Dr; S 051217 164940806,OK,0,17,55,16,12,4,117,5,131,1,-0500,28,55,16,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33716,PRINTER,Full page photo 051217 164753484,OK,0,30,53,16,12,4,117,5,131,1,-0500,2,54,16,12,4,117,5,131,1,-0500,4,FULL_COLOR,1,1,4,rogelio.rodriguez
33715,COPY,doc03371520170512165136,OK,0,36,51,16,12,4,117,5,131,1,-0500,44,51,16,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,2,2,2,
33714,PRINTER,1901 Lili Dr; R 051217 164226406,OK,0,3,48,16,12,4,117,5,131,1,-0500,10,48,16,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33712,PRINTER,4 x 6 in. (2) 051217 164019689,OK,0,0,46,16,12,4,117,5,131,1,-0500,40,47,16,12,4,117,5,131,1,-0500,5,FULL_COLOR,1,1,5,rogelio.rodriguez
33713,PRINTER,1901 Lili Dr; R 051217 164131532,OK,0,8,47,16,12,4,117,5,131,1,-0500,20,47,16,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33710,PRINTER,3303 Cognac Dr; 051217 160147282,OK,0,25,7,16,12,4,117,5,131,1,-0500,32,7,16,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33709,COPY,doc03370920170512155755,OK,0,55,57,15,12,4,117,5,131,1,-0500,1,58,15,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33707,COPY,doc03370720170512153235,OK,0,35,32,15,12,4,117,5,131,1,-0500,41,32,15,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33693,PRINTER,4 x 6 in. (2) 051217 145808552,OK,0,48,3,15,12,4,117,5,131,1,-0500,55,3,15,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33692,PRINTER,4 x 6 in. (2) 051217 145802575,OK,0,42,3,15,12,4,117,5,131,1,-0500,51,3,15,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33691,COPY,doc03369120170512143203,OK,0,3,32,14,12,4,117,5,131,1,-0500,10,32,14,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33690,PRINTER,STILETTOS GENTL 051217 140501247,OK,0,43,10,14,12,4,117,5,131,1,-0500,54,10,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33689,PRINTER,LETICIA RICO RE 051217 140354057,OK,0,36,9,14,12,4,117,5,131,1,-0500,1,10,14,12,4,117,5,131,1,-0500,4,BLACK_AND_WHITE,1,1,4,linda.coronado
33688,PRINTER,LETICIA RICO RE 051217 140348666,OK,0,30,9,14,12,4,117,5,131,1,-0500,50,9,14,12,4,117,5,131,1,-0500,2,FULL_COLOR,1,1,2,linda.coronado
33687,COPY,doc03368720170512140926,OK,0,26,9,14,12,4,117,5,131,1,-0500,35,9,14,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,3,3,3,
33686,PRINTER,Notification_Le 051217 140321199,OK,0,2,9,14,12,4,117,5,131,1,-0500,10,9,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33685,PRINTER,5306769_353_149 051217 140239390,OK,0,21,8,14,12,4,117,5,131,1,-0500,28,8,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33684,PRINTER,5306761_353_149 051217 140234140,OK,0,15,8,14,12,4,117,5,131,1,-0500,23,8,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33683,PRINTER,Notification_Le 051217 140145726,OK,0,27,7,14,12,4,117,5,131,1,-0500,35,7,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33682,PRINTER,5303777_353_149 051217 140127921,OK,0,9,7,14,12,4,117,5,131,1,-0500,17,7,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33681,PRINTER,5303773_353_149 051217 140123279,OK,0,5,7,14,12,4,117,5,131,1,-0500,12,7,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33680,PRINTER,Notification_Le 051217 140043747,OK,0,25,6,14,12,4,117,5,131,1,-0500,33,6,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33679,PRINTER,5304053_353_149 051217 140028447,OK,0,10,6,14,12,4,117,5,131,1,-0500,25,6,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33678,PRINTER,5304049_353_149 051217 140023673,OK,0,5,6,14,12,4,117,5,131,1,-0500,12,6,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33677,PRINTER,Notification_Le 051217 135843986,OK,0,25,4,14,12,4,117,5,131,1,-0500,6,5,14,12,4,117,5,131,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33676,PRINTER,5304173_353_149 051217 135822839,OK,0,9,4,14,12,4,117,5,131,1,-0500,3,5,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33675,PRINTER,5304169_353_149 051217 135816272,OK,0,58,3,14,12,4,117,5,131,1,-0500,0,5,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33674,PRINTER,Notification_Le 051217 135731040,OK,0,15,3,14,12,4,117,5,131,1,-0500,58,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33673,PRINTER,5305861_353_149 051217 135716089,OK,0,4,3,14,12,4,117,5,131,1,-0500,56,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33672,PRINTER,5305605_353_149 051217 135711226,OK,0,53,2,14,12,4,117,5,131,1,-0500,54,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33671,PRINTER,Notification_Le 051217 135645755,OK,0,32,2,14,12,4,117,5,131,1,-0500,52,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33670,PRINTER,5306233_353_149 051217 135632675,OK,0,21,2,14,12,4,117,5,131,1,-0500,50,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33669,PRINTER,5306229_353_149 051217 135628306,OK,0,10,2,14,12,4,117,5,131,1,-0500,49,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33668,PRINTER,Notification_Le 051217 135513074,OK,0,57,0,14,12,4,117,5,131,1,-0500,48,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33667,PRINTER,5306389_353_149 051217 135459190,OK,0,46,0,14,12,4,117,5,131,1,-0500,46,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33666,PRINTER,5306385_353_149 051217 135453219,OK,0,35,0,14,12,4,117,5,131,1,-0500,45,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33665,PRINTER,Notification_Le 051217 135404544,OK,0,46,59,13,12,4,117,5,131,1,-0500,44,4,14,12,4,117,5,131,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33664,PRINTER,5306577_353_149 051217 135337576,OK,0,19,59,13,12,4,117,5,131,1,-0500,41,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33663,PRINTER,5306573_353_149 051217 135332390,OK,0,14,59,13,12,4,117,5,131,1,-0500,40,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33662,PRINTER,Notification_Le 051217 135232735,OK,0,14,58,13,12,4,117,5,131,1,-0500,39,4,14,12,4,117,5,131,1,-0500,4,FULL_COLOR,1,1,4,yvonne.briones
33661,PRINTER,5306709_353_149 051217 135206525,CANCEL,100,48,57,13,12,4,117,5,131,1,-0500,13,4,14,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,2,1,yvonne.briones
33660,PRINTER,5306705_353_149 051217 135159311,OK,0,41,57,13,12,4,117,5,131,1,-0500,50,57,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,2,2,2,yvonne.briones
33659,PRINTER,Notification_Le 051217 134143725,OK,0,26,47,13,12,4,117,5,131,1,-0500,33,47,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33658,PRINTER,5307153_353_149 051217 134129506,OK,0,11,47,13,12,4,117,5,131,1,-0500,19,47,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33657,PRINTER,5307149_353_149 051217 134124655,OK,0,7,47,13,12,4,117,5,131,1,-0500,14,47,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33656,PRINTER,Notification_Le 051217 134011532,OK,0,53,45,13,12,4,117,5,131,1,-0500,1,46,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33655,PRINTER,5306953_353_149 051217 133957087,OK,0,39,45,13,12,4,117,5,131,1,-0500,48,45,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33654,PRINTER,Notification_Le 051217 133757762,OK,0,40,43,13,12,4,117,5,131,1,-0500,47,43,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33653,PRINTER,5306977_353_149 051217 133741209,OK,0,23,43,13,12,4,117,5,131,1,-0500,30,43,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33652,PRINTER,5306973_353_149 051217 133735507,OK,0,18,43,13,12,4,117,5,131,1,-0500,26,43,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33651,PRINTER,Contractor_Noti 051217 133442467,OK,0,24,40,13,12,4,117,5,131,1,-0500,33,40,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33650,PRINTER,DOUBLE B BARBQU 051217 133421569,OK,0,4,40,13,12,4,117,5,131,1,-0500,20,40,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33649,PRINTER,5307885_353_149 051217 133417548,OK,0,0,40,13,12,4,117,5,131,1,-0500,7,40,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33648,PRINTER,DOUBLE B BARBQU 051217 133326628,OK,0,9,39,13,12,4,117,5,131,1,-0500,20,39,13,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33645,PRINTER,TX-D-161115-07213-permit.pdf,OK,0,29,26,12,12,4,117,5,131,1,-0500,45,26,12,12,4,117,5,131,1,-0500,2,BLACK_AND_WHITE,2,2,8,anaisa.licerio
33644,PRINTER,TX-D-161115-07185-permit.pdf,OK,0,51,25,12,12,4,117,5,131,1,-0500,0,26,12,12,4,117,5,131,1,-0500,2,BLACK_AND_WHITE,1,1,2,anaisa.licerio
33643,PRINTER,TX-D-161115-07187-permit.pdf,OK,0,13,25,12,12,4,117,5,131,1,-0500,29,25,12,12,4,117,5,131,1,-0500,2,BLACK_AND_WHITE,2,2,8,anaisa.licerio
33642,COPY,doc03364220170512121806,OK,0,6,18,12,12,4,117,5,131,1,-0500,13,18,12,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33641,COPY,doc03364120170512121113,OK,0,13,11,12,12,4,117,5,131,1,-0500,19,11,12,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33632,PRINTER,Microsoft Outlo 051217 111120647,OK,0,7,17,11,12,4,117,5,131,1,-0500,14,17,11,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33631,PRINTER,Microsoft Outlo 051217 111107631,OK,0,54,16,11,12,4,117,5,131,1,-0500,2,17,11,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33630,COPY,doc03363020170512111407,OK,0,7,14,11,12,4,117,5,131,1,-0500,13,14,11,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33629,PRINTER,Monthly Fees Co 051217 105105692,OK,0,53,56,10,12,4,117,5,131,1,-0500,1,57,10,12,4,117,5,131,1,-0500,2,BLACK_AND_WHITE,1,1,2,abby.cabrera
33628,COPY,doc03362820170512105235,OK,0,35,52,10,12,4,117,5,131,1,-0500,41,52,10,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33627,COPY,doc03362720170512104727,OK,0,27,47,10,12,4,117,5,131,1,-0500,50,47,10,12,4,117,5,131,1,-0500,1,FULL_COLOR,10,10,10,
33626,COPY,doc03362620170512104046,OK,0,46,40,10,12,4,117,5,131,1,-0500,53,40,10,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33624,PRINTER,Microsoft Outlo 051217 101616702,OK,0,59,21,10,12,4,117,5,131,1,-0500,9,22,10,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33623,PRINTER,La Mexicana Bid 051217 100029036,OK,0,12,6,10,12,4,117,5,131,1,-0500,31,6,10,12,4,117,5,131,1,-0500,4,FULL_COLOR,1,1,4,george.martinez
33622,COPY,doc03362220170512100405,OK,0,5,4,10,12,4,117,5,131,1,-0500,30,4,10,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,15,15,15,
33621,COPY,doc03362120170512100053,OK,0,53,0,10,12,4,117,5,131,1,-0500,6,1,10,12,4,117,5,131,1,-0500,6,BLACK_AND_WHITE,1,1,6,
33620,PRINTER,Hidalgo CAD - P 051217 094620743,OK,0,4,52,9,12,4,117,5,131,1,-0500,13,52,9,12,4,117,5,131,1,-0500,2,FULL_COLOR,1,1,2,yvonne.briones
33619,PRINTER,Monthly Fees Co 051217 094541377,OK,0,24,51,9,12,4,117,5,131,1,-0500,31,51,9,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,abby.cabrera
33618,COPY,doc03361820170512094919,OK,0,19,49,9,12,4,117,5,131,1,-0500,27,49,9,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33617,PRINTER,TX-HOME-170315-01539-permit (1).pdf,OK,0,6,49,9,12,4,117,5,131,1,-0500,18,49,9,12,4,117,5,131,1,-0500,2,BLACK_AND_WHITE,2,2,4,anaisa.licerio
33616,PRINTER,blank inspectio 051217 093648033,OK,0,31,42,9,12,4,117,5,131,1,-0500,38,42,9,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,yvonne.briones
33613,COPY,doc03361320170512091604,OK,0,4,16,9,12,4,117,5,131,1,-0500,3,17,9,12,4,117,5,131,1,-0500,30,FULL_COLOR,1,1,30,
33607,PRINTER,Contractor_Noti 051217 090322697,OK,0,7,9,9,12,4,117,5,131,1,-0500,13,9,9,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,yvonne.briones
33606,PRINTER,5303449_353_149 051217 090257159,OK,0,41,8,9,12,4,117,5,131,1,-0500,49,8,9,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33605,PRINTER,5303437_353_149 051217 090247287,OK,0,32,8,9,12,4,117,5,131,1,-0500,40,8,9,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33604,COPY,doc03360420170512085838,OK,0,38,58,8,12,4,117,5,131,1,-0500,45,58,8,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33603,PRINTER,Contractor_Noti 051217 085109591,OK,0,54,56,8,12,4,117,5,131,1,-0500,2,57,8,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33602,PRINTER,5304021_353_149 051217 085040345,OK,0,25,56,8,12,4,117,5,131,1,-0500,32,56,8,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33601,PRINTER,5304017_353_149 051217 085034445,OK,0,19,56,8,12,4,117,5,131,1,-0500,28,56,8,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
33600,COPY,doc03360020170512085448,OK,0,48,54,8,12,4,117,5,131,1,-0500,0,55,8,12,4,117,5,131,1,-0500,2,BLACK_AND_WHITE,1,1,2,
33599,PRINTER,linda floor.pdf 051217 084838553,OK,0,23,54,8,12,4,117,5,131,1,-0500,34,54,8,12,4,117,5,131,1,-0500,1,FULL_COLOR,1,1,1,linda.coronado
33598,COPY,doc03359820170512084754,OK,0,54,47,8,12,4,117,5,131,1,-0500,2,48,8,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,3,3,3,
33597,COPY,doc03359720170512083813,OK,0,13,38,8,12,4,117,5,131,1,-0500,18,38,8,12,4,117,5,131,1,-0500,1,BLACK_AND_WHITE,1,1,1,
33596,PRINTER,4 x 6 in. (2) 051217 083155863,OK,0,45,37,8,12,4,117,5,131,1,-0500,9,38,8,12,4,117,5,131,1,-0500,3,FULL_COLOR,1,1,3,rogelio.rodriguez
