common/job_number/__text,common/job_kind/__text,common/job_name/__text,common/job_result/__text,common/job_result_detail/__text,common/start_time/second/__text,common/start_time/minute/__text,common/start_time/hour/__text,common/start_time/day/__text,common/start_time/month/__text,common/start_time/year/__text,common/start_time/wday/__text,common/start_time/yday/__text,common/start_time/is_dst/__text,common/start_time/time_zone/__text,common/end_time/second/__text,common/end_time/minute/__text,common/end_time/hour/__text,common/end_time/day/__text,common/end_time/month/__text,common/end_time/year/__text,common/end_time/wday/__text,common/end_time/yday/__text,common/end_time/is_dst/__text,common/end_time/time_zone/__text,common/pages/__text,common/user_name/__text,detail/print_color_mode/__text,detail/complete_copies/__text,detail/copies/__text,detail/complete_pages/__text
54119,PRINTER,City Of Pharr H 051617 162626045,OK,0,9,28,16,16,4,117,2,135,1,-0500,11,29,16,16,4,117,2,135,1,-0500,18,eddie.martinez,FULL_COLOR,1,1,18
54118,COPY,doc05411820170516161741,OK,0,41,17,16,16,4,117,2,135,1,-0500,50,17,16,16,4,117,2,135,1,-0500,1,,FULL_COLOR,1,1,1
54117,COPY,doc05411720170516161313,OK,0,13,13,16,16,4,117,2,135,1,-0500,18,13,16,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54116,COPY,doc05411620170516161306,OK,0,6,13,16,16,4,117,2,135,1,-0500,12,13,16,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54115,COPY,doc05411520170516161300,OK,0,0,13,16,16,4,117,2,135,1,-0500,6,13,16,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54114,COPY,doc05411420170516154946,OK,0,46,49,15,16,4,117,2,135,1,-0500,52,49,15,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54112,PRINTER,0-Address Verif 051617 154653873,OK,0,22,48,15,16,4,117,2,135,1,-0500,39,48,15,16,4,117,2,135,1,-0500,1,rogelio.martinez,BLACK_AND_WHITE,1,1,1
54111,PRINTER,SINGS #2.pdf 051617 154546337,OK,0,15,47,15,16,4,117,2,135,1,-0500,22,47,15,16,4,117,2,135,1,-0500,1,rogelio.martinez,BLACK_AND_WHITE,1,1,1
54110,COPY,doc05411020170516154232,OK,0,32,42,15,16,4,117,2,135,1,-0500,38,42,15,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54109,COPY,doc05410920170516154214,OK,0,14,42,15,16,4,117,2,135,1,-0500,23,42,15,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54108,PRINTER,about:blank 051617 153136346,OK,0,5,33,15,16,4,117,2,135,1,-0500,26,33,15,16,4,117,2,135,1,-0500,6,eddie.martinez,MIXED,1,1,6
54107,PRINTER,City Of Pharr H 051617 152214956,OK,0,45,23,15,16,4,117,2,135,1,-0500,18,24,15,16,4,117,2,135,1,-0500,5,eddie.martinez,FULL_COLOR,1,1,5
54106,PRINTER,Microsoft Outlo 051617 152038625,OK,0,8,22,15,16,4,117,2,135,1,-0500,14,22,15,16,4,117,2,135,1,-0500,1,maricela.salinas,BLACK_AND_WHITE,1,1,1
54105,PRINTER,Microsoft Outlo 051617 151931853,OK,0,1,21,15,16,4,117,2,135,1,-0500,22,21,15,16,4,117,2,135,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54104,PRINTER,Microsoft Outlo 051617 151912931,OK,0,58,20,15,16,4,117,2,135,1,-0500,20,21,15,16,4,117,2,135,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54103,PRINTER,City Of Pharr H 051617 151840046,OK,0,10,20,15,16,4,117,2,135,1,-0500,14,21,15,16,4,117,2,135,1,-0500,18,eddie.martinez,FULL_COLOR,1,1,18
54102,PRINTER,SOP 051617 151735170,OK,0,5,19,15,16,4,117,2,135,1,-0500,14,19,15,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54101,PRINTER,ArcReader Docum 051617 151036695,OK,0,6,12,15,16,4,117,2,135,1,-0500,20,12,15,16,4,117,2,135,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54100,PRINTER,R-2013-78 051617 151027791,OK,0,58,11,15,16,4,117,2,135,1,-0500,10,12,15,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54099,PRINTER,R-2013-78 051617 151015639,OK,0,46,11,15,16,4,117,2,135,1,-0500,54,11,15,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54098,PRINTER,R-2013-78 051617 151005889,OK,0,36,11,15,16,4,117,2,135,1,-0500,44,11,15,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54097,PRINTER,R-2012-28 051617 150924783,OK,0,55,10,15,16,4,117,2,135,1,-0500,3,11,15,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54096,PRINTER,Microsoft Outlo 051617 145826675,OK,0,57,59,14,16,4,117,2,135,1,-0500,5,0,15,16,4,117,2,135,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54095,PRINTER,Growler Filling 051617 145101203,OK,0,32,52,14,16,4,117,2,135,1,-0500,49,52,14,16,4,117,2,135,1,-0500,7,maria.garcia,FULL_COLOR,1,1,7
54094,COPY,doc05409420170516144533,OK,0,33,45,14,16,4,117,2,135,1,-0500,47,45,14,16,4,117,2,135,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54093,PRINTER,1100 W. Minneso 051617 144353674,OK,0,24,45,14,16,4,117,2,135,1,-0500,32,45,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54092,PRINTER,Utility Sht 2 o 051617 144332224,OK,0,3,45,14,16,4,117,2,135,1,-0500,15,45,14,16,4,117,2,135,1,-0500,1,maria.rangel,BLACK_AND_WHITE,1,1,1
54091,PRINTER,Revised Grading 051617 144304046,OK,0,34,44,14,16,4,117,2,135,1,-0500,58,44,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54090,PRINTER,P&P Sht 6 of 6. 051617 144249934,OK,0,21,44,14,16,4,117,2,135,1,-0500,43,44,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54089,PRINTER,COZ Ordinances  051617 144238272,OK,0,9,44,14,16,4,117,2,135,1,-0500,19,44,14,16,4,117,2,135,1,-0500,4,janie.benedict,BLACK_AND_WHITE,1,1,4
54088,PRINTER,COZ Ordinances  051617 144150551,OK,0,21,43,14,16,4,117,2,135,1,-0500,37,43,14,16,4,117,2,135,1,-0500,8,janie.benedict,BLACK_AND_WHITE,1,1,8
54087,PRINTER,Ordinances Mast 051617 143350958,OK,0,22,35,14,16,4,117,2,135,1,-0500,38,35,14,16,4,117,2,135,1,-0500,7,janie.benedict,MIXED,1,1,7
54086,PRINTER,Engineering (An 051617 143016522,OK,0,47,31,14,16,4,117,2,135,1,-0500,58,31,14,16,4,117,2,135,1,-0500,1,rogelio.martinez,FULL_COLOR,1,1,1
54085,PRINTER,Engineering (An 051617 143011844,OK,0,43,31,14,16,4,117,2,135,1,-0500,53,31,14,16,4,117,2,135,1,-0500,1,rogelio.martinez,FULL_COLOR,1,1,1
54084,PRINTER,Inspection_Repo 051617 142741447,OK,0,12,29,14,16,4,117,2,135,1,-0500,26,29,14,16,4,117,2,135,1,-0500,4,janie.benedict,FULL_COLOR,1,1,4
54083,PRINTER,Sec._4_62.___Gr 051617 142708492,OK,0,39,28,14,16,4,117,2,135,1,-0500,47,28,14,16,4,117,2,135,1,-0500,1,maria.garcia,FULL_COLOR,1,1,1
54082,PRINTER,TABC Today - Fa 051617 142702381,OK,0,33,28,14,16,4,117,2,135,1,-0500,42,28,14,16,4,117,2,135,1,-0500,1,maria.garcia,FULL_COLOR,1,1,1
54081,PRINTER,Inspection_Repo 051617 142559765,OK,0,31,27,14,16,4,117,2,135,1,-0500,43,27,14,16,4,117,2,135,1,-0500,4,janie.benedict,FULL_COLOR,1,1,4
54080,PRINTER,Print 051617 142438098,OK,0,10,26,14,16,4,117,2,135,1,-0500,18,26,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54079,PRINTER,Print 051617 142415767,OK,0,49,25,14,16,4,117,2,135,1,-0500,5,26,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54078,COPY,doc05407820170516142548,OK,0,48,25,14,16,4,117,2,135,1,-0500,2,26,14,16,4,117,2,135,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54077,PRINTER,Microsoft Outlo 051617 142403096,OK,0,34,25,14,16,4,117,2,135,1,-0500,43,25,14,16,4,117,2,135,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54076,PRINTER,O-2017-19 - COZ 051617 142323558,OK,0,55,24,14,16,4,117,2,135,1,-0500,28,25,14,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54075,PRINTER,O-2017-19 - COZ 051617 142219394,OK,0,51,23,14,16,4,117,2,135,1,-0500,18,24,14,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54074,PRINTER,Inbox [1/580] - 051617 142117196,OK,0,48,22,14,16,4,117,2,135,1,-0500,18,23,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54072,PRINTER,O-2017-19 - COZ 051617 142040269,CANCEL,100,12,22,14,16,4,117,2,135,1,-0500,12,23,14,16,4,117,2,135,1,-0500,2,janie.benedict,AUTO_COLOR,0,1,0
54073,PRINTER,Inbox [1/580] - 051617 142106973,OK,0,38,22,14,16,4,117,2,135,1,-0500,53,22,14,16,4,117,2,135,1,-0500,2,maria.rangel,FULL_COLOR,1,1,2
54071,PRINTER,Inbox [1/580] - 051617 141924264,OK,0,56,20,14,16,4,117,2,135,1,-0500,2,21,14,16,4,117,2,135,1,-0500,1,maria.rangel,BLACK_AND_WHITE,1,1,1
54070,PRINTER,Inbox [1/580] - 051617 141909753,OK,0,41,20,14,16,4,117,2,135,1,-0500,52,20,14,16,4,117,2,135,1,-0500,3,maria.rangel,FULL_COLOR,1,1,3
54069,PRINTER,Inbox [1/580] - 051617 141851833,OK,0,23,20,14,16,4,117,2,135,1,-0500,31,20,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54068,PRINTER,Print 051617 141822548,OK,0,54,19,14,16,4,117,2,135,1,-0500,2,20,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54067,PRINTER,Print 051617 141741903,OK,0,14,19,14,16,4,117,2,135,1,-0500,31,19,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54066,PRINTER,O-2017-19 - COZ 051617 141724426,CANCEL,100,56,18,14,16,4,117,2,135,1,-0500,24,19,14,16,4,117,2,135,1,-0500,2,janie.benedict,AUTO_COLOR,0,1,0
54065,PRINTER,Print 051617 141700955,OK,0,33,18,14,16,4,117,2,135,1,-0500,41,18,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54064,PRINTER,Print 051617 141636226,OK,0,8,18,14,16,4,117,2,135,1,-0500,16,18,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54063,PRINTER,O-2017-18 - Tel 051617 141528004,OK,0,0,17,14,16,4,117,2,135,1,-0500,45,17,14,16,4,117,2,135,1,-0500,10,janie.benedict,FULL_COLOR,1,1,10
54062,PRINTER,Print 051617 141150544,OK,0,22,13,14,16,4,117,2,135,1,-0500,33,13,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54061,PRINTER,Print 051617 141130694,OK,0,6,13,14,16,4,117,2,135,1,-0500,18,13,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54060,PRINTER,Print 051617 141045978,OK,0,18,12,14,16,4,117,2,135,1,-0500,29,12,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54059,PRINTER,MMeeting Minute 051617 141015805,OK,0,47,11,14,16,4,117,2,135,1,-0500,58,11,14,16,4,117,2,135,1,-0500,4,maria.rangel,BLACK_AND_WHITE,1,1,4
54058,PRINTER,Microsoft Outlo 051617 141007508,OK,0,39,11,14,16,4,117,2,135,1,-0500,47,11,14,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54057,PRINTER,VBOA Meeting in 051617 141002546,OK,0,35,11,14,16,4,117,2,135,1,-0500,46,11,14,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54056,PRINTER,MMeeting Minute 051617 140954952,OK,0,26,11,14,16,4,117,2,135,1,-0500,42,11,14,16,4,117,2,135,1,-0500,8,maria.rangel,BLACK_AND_WHITE,1,1,8
54055,PRINTER,Inbox [1/580] - 051617 140928810,OK,0,0,11,14,16,4,117,2,135,1,-0500,11,11,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54054,PRINTER,Inbox [1/580] - 051617 140920498,OK,0,52,10,14,16,4,117,2,135,1,-0500,7,11,14,16,4,117,2,135,1,-0500,2,maria.rangel,FULL_COLOR,1,1,2
54053,PRINTER,Inbox [1/580] - 051617 140903526,OK,0,35,10,14,16,4,117,2,135,1,-0500,44,10,14,16,4,117,2,135,1,-0500,1,maria.rangel,BLACK_AND_WHITE,1,1,1
54052,PRINTER,88171080.0013.p 051617 140830244,OK,0,2,10,14,16,4,117,2,135,1,-0500,9,10,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54051,PRINTER,88171080.0013.p 051617 140826063,OK,0,58,9,14,16,4,117,2,135,1,-0500,5,10,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54050,PRINTER,88171080.0013Re 051617 140800406,OK,0,32,9,14,16,4,117,2,135,1,-0500,40,9,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54049,PRINTER,88171080.0013Re 051617 140752422,OK,0,24,9,14,16,4,117,2,135,1,-0500,32,9,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54048,PRINTER,Inbox [1/580] - 051617 140737355,OK,0,9,9,14,16,4,117,2,135,1,-0500,20,9,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54047,PRINTER,Inbox [1/580] - 051617 140722070,OK,0,54,8,14,16,4,117,2,135,1,-0500,5,9,14,16,4,117,2,135,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54046,PRINTER,88171080.0013Re 051617 140650489,OK,0,22,8,14,16,4,117,2,135,1,-0500,30,8,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54045,PRINTER,88171080.0013Re 051617 140645426,OK,0,17,8,14,16,4,117,2,135,1,-0500,25,8,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54044,PRINTER,88171080.0013Re 051617 140623911,OK,0,55,7,14,16,4,117,2,135,1,-0500,3,8,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54043,PRINTER,88171080.0013Re 051617 140618168,OK,0,50,7,14,16,4,117,2,135,1,-0500,57,7,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54042,PRINTER,88171080.0013Re 051617 140549285,OK,0,21,7,14,16,4,117,2,135,1,-0500,29,7,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54040,PRINTER,88171080.0013Re 051617 140531792,OK,0,3,7,14,16,4,117,2,135,1,-0500,11,7,14,16,4,117,2,135,1,-0500,2,maria.rangel,BLACK_AND_WHITE,1,1,2
54038,PRINTER,88171080.0013B. 051617 140441576,OK,0,13,6,14,16,4,117,2,135,1,-0500,20,6,14,16,4,117,2,135,1,-0500,1,maria.rangel,BLACK_AND_WHITE,1,1,1
54037,PRINTER,V4.0_Land Manag 051617 135355169,OK,0,27,55,13,16,4,117,2,135,1,-0500,15,56,13,16,4,117,2,135,1,-0500,4,melanie.cano,FULL_COLOR,3,3,12
54036,PRINTER,Accela Best Pra 051617 135257512,OK,0,29,54,13,16,4,117,2,135,1,-0500,55,54,13,16,4,117,2,135,1,-0500,3,melanie.cano,FULL_COLOR,3,3,9
54034,COPY,doc05403420170516132407,OK,0,7,24,13,16,4,117,2,135,1,-0500,24,24,13,16,4,117,2,135,1,-0500,4,,BLACK_AND_WHITE,1,1,4
54033,COPY,doc05403320170516132341,OK,0,41,23,13,16,4,117,2,135,1,-0500,59,23,13,16,4,117,2,135,1,-0500,4,,BLACK_AND_WHITE,1,1,4
54032,COPY,doc05403220170516132317,OK,0,17,23,13,16,4,117,2,135,1,-0500,37,23,13,16,4,117,2,135,1,-0500,4,,BLACK_AND_WHITE,1,1,4
54031,PRINTER,mc1 051617 131942174,OK,0,15,21,13,16,4,117,2,135,1,-0500,38,21,13,16,4,117,2,135,1,-0500,12,della.robles,MIXED,1,1,12
54026,PRINTER,O-2017-18 - TEL 051617 123227467,OK,0,6,34,12,16,4,117,2,135,1,-0500,49,34,12,16,4,117,2,135,1,-0500,10,della.robles,FULL_COLOR,1,1,10
54025,PRINTER,TELECOMMUNICATI 051617 123211537,OK,0,47,33,12,16,4,117,2,135,1,-0500,13,34,12,16,4,117,2,135,1,-0500,10,della.robles,FULL_COLOR,1,1,10
54024,PRINTER,1701 W Sioux Rd 051617 122404466,OK,0,41,25,12,16,4,117,2,135,1,-0500,58,25,12,16,4,117,2,135,1,-0500,1,melanie.cano,FULL_COLOR,1,1,1
54023,PRINTER,1701 W Sioux Rd 051617 122353811,OK,0,29,25,12,16,4,117,2,135,1,-0500,48,25,12,16,4,117,2,135,1,-0500,1,melanie.cano,FULL_COLOR,1,1,1
54022,PRINTER,1.1 FLOOR PLAN- 051617 115341506,OK,0,19,55,11,16,4,117,2,135,1,-0500,27,55,11,16,4,117,2,135,1,-0500,1,della.robles,BLACK_AND_WHITE,1,1,1
54021,PRINTER,1.1 FLOOR PLAN- 051617 115120371,OK,0,58,52,11,16,4,117,2,135,1,-0500,6,53,11,16,4,117,2,135,1,-0500,1,della.robles,BLACK_AND_WHITE,1,1,1
54018,PRINTER,Microsoft Outlo 051617 112420885,OK,0,57,25,11,16,4,117,2,135,1,-0500,7,26,11,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54017,COPY,doc05401720170516105112,OK,0,12,51,10,16,4,117,2,135,1,-0500,18,51,10,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54016,COPY,doc05401620170516102748,OK,0,48,27,10,16,4,117,2,135,1,-0500,13,28,10,16,4,117,2,135,1,-0500,14,,FULL_COLOR,1,1,14
54015,COPY,doc05401520170516102651,OK,0,51,26,10,16,4,117,2,135,1,-0500,1,27,10,16,4,117,2,135,1,-0500,4,,BLACK_AND_WHITE,1,1,4
54014,COPY,doc05401420170516102611,OK,0,11,26,10,16,4,117,2,135,1,-0500,22,26,10,16,4,117,2,135,1,-0500,4,,BLACK_AND_WHITE,1,1,4
54011,COPY,doc05401120170516101732,OK,0,32,17,10,16,4,117,2,135,1,-0500,44,17,10,16,4,117,2,135,1,-0500,5,,BLACK_AND_WHITE,1,1,5
54010,PRINTER,Microsoft Outlo 051617 100256018,OK,0,35,4,10,16,4,117,2,135,1,-0500,45,4,10,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54009,PRINTER,Microsoft Outlo 051617 094642205,OK,0,22,48,9,16,4,117,2,135,1,-0500,32,48,9,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54008,PRINTER,Microsoft Outlo 051617 094635356,OK,0,15,48,9,16,4,117,2,135,1,-0500,26,48,9,16,4,117,2,135,1,-0500,3,janie.benedict,MIXED,1,1,3
54007,PRINTER,Microsoft Outlo 051617 093115800,OK,0,56,32,9,16,4,117,2,135,1,-0500,4,33,9,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54006,PRINTER,Microsoft Outlo 051617 092930282,OK,0,10,31,9,16,4,117,2,135,1,-0500,20,31,9,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54004,PRINTER,C&S SAFETY SUPP 051617 092329067,OK,0,10,25,9,16,4,117,2,135,1,-0500,18,25,9,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54003,PRINTER,C&S SAFETY SUPP 051617 092211332,OK,0,52,23,9,16,4,117,2,135,1,-0500,2,24,9,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54002,PRINTER,INCOME REPORT.x 051617 091812505,OK,0,53,19,9,16,4,117,2,135,1,-0500,5,20,9,16,4,117,2,135,1,-0500,2,maria.rangel,FULL_COLOR,1,1,2
54001,PRINTER,information_for 051617 091319083,OK,0,0,15,9,16,4,117,2,135,1,-0500,19,15,9,16,4,117,2,135,1,-0500,2,maria.garcia,BLACK_AND_WHITE,1,1,2
54000,PRINTER,showdocument 051617 090314236,OK,0,57,4,9,16,4,117,2,135,1,-0500,12,5,9,16,4,117,2,135,1,-0500,2,maria.garcia,FULL_COLOR,1,1,2
53999,PRINTER,Microsoft Outlo 051617 090051912,OK,0,33,2,9,16,4,117,2,135,1,-0500,41,2,9,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53998,PRINTER,Microsoft Outlo 051617 085058618,OK,0,40,52,8,16,4,117,2,135,1,-0500,48,52,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53997,PRINTER,Inv_148013_from 051617 085003813,OK,0,45,51,8,16,4,117,2,135,1,-0500,52,51,8,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
53996,PRINTER,Microsoft Outlo 051617 084935584,OK,0,17,51,8,16,4,117,2,135,1,-0500,27,51,8,16,4,117,2,135,1,-0500,2,janie.benedict,MIXED,1,1,2
53995,PRINTER,Title 6 - Local 051617 084205098,OK,0,47,43,8,16,4,117,2,135,1,-0500,58,43,8,16,4,117,2,135,1,-0500,3,maria.garcia,MIXED,1,1,3
53994,PRINTER,REVISED NTP 05- 051617 082646029,OK,0,28,28,8,16,4,117,2,135,1,-0500,36,28,8,16,4,117,2,135,1,-0500,1,eddie.martinez,FULL_COLOR,1,1,1
53993,COPY,doc05399320170516082743,OK,0,43,27,8,16,4,117,2,135,1,-0500,49,27,8,16,4,117,2,135,1,-0500,1,,BLACK_AND_WHITE,1,1,1
53992,PRINTER,NEW Internet CU 051617 082353729,OK,0,36,25,8,16,4,117,2,135,1,-0500,48,25,8,16,4,117,2,135,1,-0500,2,maria.garcia,FULL_COLOR,1,1,2
53989,COPY,doc05398920170516082009,OK,0,9,20,8,16,4,117,2,135,1,-0500,17,20,8,16,4,117,2,135,1,-0500,2,,BLACK_AND_WHITE,1,1,2
53988,PRINTER,600 N Jackson 051617 081728504,OK,0,11,19,8,16,4,117,2,135,1,-0500,19,19,8,16,4,117,2,135,1,-0500,1,maria.garcia,FULL_COLOR,1,1,1
53987,PRINTER,600 N Jackson 051617 081602254,OK,0,44,17,8,16,4,117,2,135,1,-0500,53,17,8,16,4,117,2,135,1,-0500,1,maria.garcia,FULL_COLOR,1,1,1
53986,PRINTER,600 N Jackson 051617 081550987,OK,0,33,17,8,16,4,117,2,135,1,-0500,44,17,8,16,4,117,2,135,1,-0500,1,maria.garcia,FULL_COLOR,1,1,1
53964,PRINTER,600 N Jackson 051617 081121668,OK,0,4,13,8,16,4,117,2,135,1,-0500,13,13,8,16,4,117,2,135,1,-0500,1,maria.garcia,FULL_COLOR,1,1,1
53963,PRINTER,600 N Jackson 051617 081107722,OK,0,50,12,8,16,4,117,2,135,1,-0500,2,13,8,16,4,117,2,135,1,-0500,1,maria.garcia,FULL_COLOR,1,1,1
53961,PRINTER,Microsoft Outlo 051617 081019903,OK,0,2,12,8,16,4,117,2,135,1,-0500,10,12,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53960,PRINTER,Microsoft Outlo 051617 081001151,OK,0,44,11,8,16,4,117,2,135,1,-0500,51,11,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53959,PRINTER,Microsoft Outlo 051617 080940669,OK,0,23,11,8,16,4,117,2,135,1,-0500,31,11,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53958,PRINTER,Microsoft Outlo 051617 080928516,OK,0,11,11,8,16,4,117,2,135,1,-0500,17,11,8,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
53957,PRINTER,PIR-2017-334.pdf 051617 080840603,OK,0,24,10,8,16,4,117,2,135,1,-0500,33,10,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53956,PRINTER,Microsoft Outlo 051617 080832380,OK,0,15,10,8,16,4,117,2,135,1,-0500,23,10,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53955,PRINTER,Microsoft Outlo 051617 080823722,OK,0,9,10,8,16,4,117,2,135,1,-0500,17,10,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53954,PRINTER,AFA requested.p 051617 080816997,OK,0,0,10,8,16,4,117,2,135,1,-0500,16,10,8,16,4,117,2,135,1,-0500,5,janie.benedict,FULL_COLOR,1,1,5
53953,PRINTER,Microsoft Outlo 051617 080640338,OK,0,23,8,8,16,4,117,2,135,1,-0500,29,8,8,16,4,117,2,135,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
53952,PRINTER,Microsoft Outlo 051617 080631477,OK,0,14,8,8,16,4,117,2,135,1,-0500,22,8,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53951,PRINTER,Microsoft Outlo 051617 080613068,OK,0,56,7,8,16,4,117,2,135,1,-0500,6,8,8,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
53950,PRINTER,Microsoft Outlo 051617 080314502,OK,0,57,4,8,16,4,117,2,135,1,-0500,6,5,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53949,PRINTER,500 N JACKSON Z 051617 080049834,OK,0,33,2,8,16,4,117,2,135,1,-0500,42,2,8,16,4,117,2,135,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
53948,PRINTER,Microsoft Outlo 051617 080032715,OK,0,15,2,8,16,4,117,2,135,1,-0500,25,2,8,16,4,117,2,135,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
53947,PRINTER,INCOME REPORT.x 051617 075257104,OK,0,40,54,7,16,4,117,2,135,1,-0500,50,54,7,16,4,117,2,135,1,-0500,2,maria.rangel,FULL_COLOR,1,1,2
53946,PRINTER,ACFrOgAkAO0du-l 051517 182500075,OK,0,39,26,18,15,4,117,1,134,1,-0500,2,27,18,15,4,117,1,134,1,-0500,2,maria.rangel,FULL_COLOR,1,1,2
53945,PRINTER,chrome-extensio 051517 182255163,OK,0,34,24,18,15,4,117,1,134,1,-0500,51,24,18,15,4,117,1,134,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
53944,PRINTER,doc053943201705 051517 165919888,OK,0,56,0,17,15,4,117,1,134,1,-0500,11,1,17,15,4,117,1,134,1,-0500,2,della.robles,FULL_COLOR,1,1,2
53942,COPY,doc05394220170515165838,OK,0,38,58,16,15,4,117,1,134,1,-0500,46,58,16,15,4,117,1,134,1,-0500,2,,BLACK_AND_WHITE,1,1,2
